geo,time,linear_tv_impression,linear_tv_spend,ctv_impression,ctv_spend,walmart_connect_impression,walmart_connect_spend,amazon_ads_impression,amazon_ads_spend,meta_impression,meta_spend,tiktok_impression,tiktok_spend,google_search_impression,google_search_spend,Organic_search_impression,pollen_index_control,competitor_spend_control,price_index_control,Promo,units,revenue_per_unit,population
Miami,2025-09-07,600973.7,10817.53,180878.2,6149.86,581397.0,6976.76,342966.2,3772.63,459049.8,4131.45,300313.6,2102.2,55706.2,4456.49,328682.8,0.7194,1.3578,0.9822,0.0,12128.93,21.1164,4500000
Miami,2025-09-14,694756.6,12505.62,160294.5,5450.01,584879.2,7018.55,316405.3,3480.46,567678.2,5109.1,305364.1,2137.55,57905.7,4632.46,388934.5,0.7365,1.1522,1.0007,0.0,13684.07,21.5145,4500000
Miami,2025-09-21,777922.7,14002.61,187867.9,6387.51,561164.9,6733.98,276355.0,3039.9,471534.7,4243.81,300561.8,2103.93,59994.0,4799.52,374986.0,0.7269,1.396,1.0151,0.0,11731.87,21.8243,4500000
Miami,2025-09-28,629806.5,11336.52,164536.4,5594.24,577252.6,6927.03,282999.0,3112.99,579267.2,5213.4,328574.6,2300.02,57020.1,4561.61,330217.0,0.6922,1.3175,0.987,0.0,12817.58,21.2209,4500000
Miami,2025-10-05,660083.0,11881.49,167984.5,5711.47,525706.7,6308.48,260976.5,2870.74,448944.2,4040.5,290117.8,2030.82,54718.9,4377.51,320643.6,0.6384,1.0637,1.0052,0.0,12479.76,21.6113,4500000
Miami,2025-10-12,549788.3,9896.19,173519.5,5899.66,482626.4,5791.52,337184.3,3709.03,536123.1,4825.11,257020.7,1799.15,64164.1,5133.13,328178.6,0.5744,1.1474,1.0141,0.0,11340.83,21.8026,4500000
Miami,2025-10-19,688538.4,12393.69,148219.9,5039.48,491570.1,5898.84,325407.8,3579.49,525109.6,4725.99,278560.7,1949.93,50212.7,4017.02,311923.5,0.509,0.9043,0.9832,0.0,10523.0,21.1398,4500000
Miami,2025-10-26,641766.1,11551.79,134569.6,4575.37,555255.0,6663.06,232917.2,2562.09,486114.8,4375.03,246664.8,1726.65,46224.2,3697.93,257913.6,0.4495,0.899,1.002,0.0,10212.92,21.543,4500000
Miami,2025-11-02,478606.4,8614.92,131067.6,4456.3,556421.8,6677.06,239880.7,2638.69,367267.6,3305.41,303449.4,2124.15,51492.6,4119.41,243876.8,0.4005,0.898,0.9925,0.0,9881.03,21.3395,4500000
Miami,2025-11-09,617585.6,11116.54,111336.6,3785.44,483115.5,5797.39,276435.3,3040.79,375435.7,3378.92,268994.4,1882.96,38353.0,3068.24,245672.7,0.3635,0.9926,0.9924,0.0,10161.16,21.3362,4500000
Miami,2025-11-16,458666.7,8256.0,104148.2,3541.04,384073.1,4608.88,260306.8,2863.37,416257.7,3746.32,245396.8,1717.78,45174.5,3613.96,248117.0,0.3376,0.9187,0.9993,0.0,9029.19,21.4844,4500000
Miami,2025-11-23,568212.2,10227.82,133187.9,4528.39,458708.5,5504.5,250328.5,2753.61,402273.1,3620.46,268846.6,1881.93,40388.8,3231.1,247148.2,0.321,0.9269,0.9837,0.0,8296.3,21.1502,4500000
Miami,2025-11-30,492008.5,8856.15,111514.1,3791.48,523497.8,6281.97,202870.9,2231.58,349918.9,3149.27,287889.0,2015.22,38616.6,3089.33,218994.7,0.311,0.7916,1.0143,0.0,8905.68,21.8083,4500000
Miami,2025-12-07,480317.9,8645.72,127653.3,4340.21,529417.0,6353.0,230524.2,2535.77,413182.7,3718.64,258611.5,1810.28,46400.9,3712.07,240938.3,0.3054,0.9207,1.0154,0.0,8608.29,21.8301,4500000
Miami,2025-12-14,584894.6,10528.1,131067.9,4456.31,457561.6,5490.74,242674.5,2669.42,322276.7,2900.49,299148.7,2094.04,41672.3,3333.79,250388.0,0.3025,0.7221,0.9832,0.0,8558.15,21.1396,4500000
Miami,2025-12-21,463626.2,8345.27,138246.0,4700.36,451401.4,5416.82,218982.0,2408.8,342066.1,3078.59,253693.6,1775.86,51487.6,4119.01,240202.3,0.3011,0.8131,0.99,0.0,9263.85,21.2848,4500000
Detroit,2023-01-01,490904.7,8836.28,132411.9,4502.01,383542.5,4602.51,268468.5,2953.15,415731.0,3741.58,275440.5,1928.08,38681.2,3094.49,267099.1,0.3036,0.8313,1.0014,0.0,7972.27,21.531,4300000
Detroit,2023-01-08,419109.8,7543.98,133493.7,4538.79,373816.1,4485.79,210644.8,2317.09,350972.1,3158.75,292047.8,2044.33,39521.0,3161.68,214402.2,0.3071,0.7994,1.0037,0.0,8196.2,21.5792,4300000
Detroit,2023-01-15,454239.6,8176.31,125933.3,4281.73,432796.9,5193.56,230658.1,2537.24,405944.0,3653.5,240554.7,1683.88,34684.4,2774.75,218772.7,0.3134,0.7251,1.0138,0.0,8885.69,21.7965,4300000
Detroit,2023-01-22,463698.5,8346.57,100200.1,3406.8,355779.8,4269.36,222851.2,2451.36,318844.0,2869.6,294587.6,2062.11,43829.3,3506.35,235276.5,0.3242,0.7715,1.0027,0.0,8529.94,21.5573,4300000
Detroit,2023-01-29,526969.7,9485.45,127422.4,4332.36,411772.3,4941.27,211477.6,2326.25,446687.1,4020.18,236480.2,1655.36,49221.0,3937.68,271527.0,0.3417,0.8403,1.0192,0.0,9182.08,21.9135,4300000
Detroit,2023-02-05,458756.5,8257.62,100110.8,3403.77,457938.5,5495.26,275357.4,3028.93,442826.8,3985.44,296681.4,2076.77,46208.2,3696.66,279890.1,0.3685,0.8708,1.0163,0.0,9797.2,21.8496,4300000
Detroit,2023-02-12,568963.2,10241.34,107611.3,3658.79,477745.1,5732.94,236147.3,2597.62,414253.0,3728.28,250983.2,1756.88,42734.2,3418.74,244361.5,0.4071,0.9828,1.0189,0.0,10083.47,21.9062,4300000
Detroit,2023-02-19,478697.8,8616.56,146020.0,4964.68,372934.7,4475.22,284690.7,3131.6,446357.4,4017.22,252191.7,1765.34,42071.5,3365.72,251449.0,0.4598,1.0912,0.9941,0.0,10430.54,21.3729,4300000
Detroit,2023-02-26,521350.5,9384.31,121739.9,4139.16,526741.4,6320.9,256361.1,2819.97,449830.9,4048.48,252826.5,1769.79,45282.9,3622.63,303378.2,0.5273,1.1186,1.0013,0.0,11556.51,21.5279,4300000
Detroit,2023-03-05,653945.5,11771.02,164367.7,5588.5,398434.8,4781.22,314928.5,3464.21,395008.1,3555.07,304231.2,2129.62,56868.9,4549.51,318893.8,0.6081,0.9546,1.0106,0.0,11960.62,21.727,4300000
Detroit,2023-03-12,580626.2,10451.27,126564.6,4303.2,568151.2,6817.81,357177.0,3928.95,562686.4,5064.18,287928.0,2015.5,55088.4,4407.08,348411.7,0.6981,1.0663,1.0045,0.0,12415.09,21.5961,4300000
Detroit,2023-03-19,665392.1,11977.06,163285.3,5551.7,447600.1,5371.2,281715.1,3098.87,522202.0,4699.82,344396.4,2410.77,62272.5,4981.8,373760.7,0.7904,1.2582,0.9936,0.0,13269.51,21.3635,4300000
Detroit,2023-03-26,839945.9,15119.03,158807.3,5399.45,643621.8,7723.46,401037.8,4411.42,614765.0,5532.89,337837.3,2364.86,50424.5,4033.96,400136.7,0.8758,1.2626,1.0093,0.0,13720.14,21.7007,4300000
Detroit,2023-04-02,850603.6,15310.87,177804.3,6045.35,516953.7,6203.44,375746.9,4133.22,527106.9,4743.96,347811.5,2434.68,70702.7,5656.22,392045.6,0.9446,1.5736,0.9915,0.0,14502.8,21.3179,4300000
Detroit,2023-04-09,738542.1,13293.76,202034.8,6869.18,641034.4,7692.41,386044.7,4246.49,676564.1,6089.08,269006.2,1883.04,73854.5,5908.36,383751.0,0.9878,1.2924,0.9858,0.0,14177.36,21.1954,4300000
Detroit,2023-04-16,846751.4,15241.52,211503.5,7191.12,654940.3,7859.28,339800.5,3737.81,519988.9,4679.9,339206.3,2374.44,62939.9,5035.2,412870.5,0.9997,1.4927,0.9485,1.0,16181.55,20.3917,4300000
Detroit,2023-04-23,876085.2,15769.53,170207.0,5787.04,699452.3,8393.43,364582.9,4010.41,593183.0,5338.65,332886.4,2330.2,58760.2,4700.82,437207.3,0.9785,1.4395,0.9885,0.0,15478.71,21.2529,4300000
Detroit,2023-04-30,722412.6,13003.43,151273.7,5143.31,665602.8,7987.23,346908.8,3816.0,676083.6,6084.75,323160.0,2262.12,62447.5,4995.8,382809.0,0.9272,1.3924,1.0035,0.0,14749.84,21.5756,4300000
Detroit,2023-05-07,666427.9,11995.7,174046.1,5917.57,545299.6,6543.59,326235.5,3588.59,457869.0,4120.82,289348.3,2025.44,54959.9,4396.8,396576.9,0.8527,1.2786,1.0105,0.0,13927.27,21.7266,4300000
Detroit,2023-05-14,641110.2,11539.98,180541.6,6138.41,598294.8,7179.54,348694.2,3835.64,450412.5,4053.71,349041.8,2443.29,51949.5,4155.96,329826.6,0.7643,1.2922,0.9374,1.0,14985.86,20.1532,4300000
Detroit,2023-05-21,605479.1,10898.62,141194.0,4800.6,519101.7,6229.22,331185.8,3643.04,507455.8,4567.1,295439.0,2068.07,46947.2,3755.78,318882.2,0.6718,1.3421,0.9876,0.0,12336.21,21.2338,4300000
Detroit,2023-05-28,690110.6,12421.99,167098.6,5681.35,541634.4,6499.61,325848.2,3584.33,444966.6,4004.7,285190.8,1996.34,55619.1,4449.53,293254.4,0.584,1.0845,0.9579,1.0,12573.88,20.5941,4300000
Detroit,2023-06-04,571224.4,10282.04,130956.5,4452.52,469453.7,5633.44,254937.3,2804.31,465984.0,4193.86,269166.9,1884.17,55445.5,4435.64,304974.0,0.507,1.0163,1.0047,0.0,10939.26,21.6018,4300000
Detroit,2023-06-11,493586.8,8884.56,140527.9,4777.95,495447.2,5945.37,218428.5,2402.71,352750.6,3174.76,264172.9,1849.21,48628.7,3890.29,257299.4,0.4444,0.8326,0.996,0.0,10350.04,21.4139,4300000
Detroit,2023-06-18,446634.6,8039.42,137393.3,4671.37,451782.9,5421.39,250405.1,2754.46,462718.2,4164.46,310010.1,2170.07,40756.3,3260.5,291090.2,0.3974,0.8357,1.0025,0.0,9978.97,21.5537,4300000
Detroit,2023-06-25,558390.6,10051.03,136646.0,4645.96,377477.3,4529.73,217679.4,2394.47,374187.9,3367.69,266895.9,1868.27,41210.9,3296.87,271109.5,0.3655,0.8189,0.9419,1.0,10797.77,20.2499,4300000
Detroit,2023-07-02,448227.3,8068.09,113413.1,3856.05,400433.2,4805.2,235887.1,2594.76,364478.5,3280.31,264398.4,1850.79,42215.7,3377.26,239891.2,0.3475,0.9212,0.9956,0.0,9993.88,21.4049,4300000
Detroit,2023-07-09,424585.1,7642.53,116887.1,3974.16,414781.9,4977.38,253099.2,2784.09,401639.1,3614.75,311360.9,2179.53,36921.7,2953.74,229172.4,0.3426,0.8579,0.9941,0.0,8399.25,21.3733,4300000
Detroit,2023-07-16,565443.8,10177.99,100654.9,3422.27,360334.5,4324.01,206004.6,2266.05,341628.2,3074.65,267529.1,1872.7,39826.0,3186.08,228430.0,0.3504,0.8523,0.9901,0.0,8977.03,21.2871,4300000
Detroit,2023-07-23,587122.4,10568.2,131390.4,4467.27,465786.6,5589.44,287442.5,3161.87,334126.2,3007.14,279871.9,1959.1,37783.0,3022.64,244355.6,0.3712,0.9053,0.9825,0.0,8601.47,21.1239,4300000
Detroit,2023-07-30,531216.6,9561.9,132799.3,4515.18,405822.5,4869.87,228075.0,2508.83,419468.6,3775.22,322281.3,2255.97,36814.4,2945.15,268259.9,0.4056,0.8507,0.9829,0.0,9239.17,21.1332,4300000
Detroit,2023-08-06,632383.0,11382.89,138574.2,4711.52,426137.7,5113.65,280960.6,3090.57,492834.6,4435.51,330264.5,2311.85,40707.6,3256.61,260803.6,0.4528,1.0517,0.9965,0.0,9987.49,21.4242,4300000
Detroit,2023-08-13,506688.1,9120.39,146518.4,4981.63,500841.3,6010.1,257167.5,2828.84,514744.5,4632.7,321442.9,2250.1,40911.5,3272.92,270464.4,0.5103,1.0097,0.9982,0.0,9887.83,21.4624,4300000
Detroit,2023-08-20,695075.8,12511.36,135237.1,4598.06,420312.1,5043.75,276458.2,3041.04,519344.8,4674.1,284535.8,1991.75,51919.2,4153.53,301339.2,0.5732,1.082,0.9332,1.0,11464.89,20.0629,4300000
Detroit,2023-08-27,619871.1,11157.68,172747.5,5873.42,546251.1,6555.01,348035.0,3828.39,411681.3,3705.13,240507.3,1683.55,59210.4,4736.83,307831.1,0.6337,1.17,0.9889,0.0,11308.06,21.2622,4300000
Detroit,2023-09-03,774004.1,13932.07,143932.9,4893.72,579960.7,6959.53,321915.6,3541.07,553948.5,4985.54,241275.7,1688.93,45387.5,3631.0,362963.1,0.6832,1.2821,0.9891,0.0,11928.69,21.2666,4300000
Detroit,2023-09-10,688682.3,12396.28,164339.8,5587.55,533830.9,6405.97,282485.9,3107.34,471149.3,4240.34,243501.4,1704.51,57714.8,4617.19,299096.9,0.7134,1.2827,0.988,0.0,11144.76,21.2412,4300000
Detroit,2023-09-17,657642.6,11837.57,164585.8,5595.92,438435.0,5261.22,310643.5,3417.08,547718.5,4929.47,341912.6,2393.39,58404.4,4672.35,313411.6,0.7189,1.3131,0.9838,0.0,11607.88,21.1526,4300000
Detroit,2023-09-24,588446.3,10592.03,138223.2,4699.59,469972.1,5639.66,301888.1,3320.77,414235.8,3728.12,244998.8,1714.99,45575.3,3646.02,349853.6,0.6989,1.191,0.9834,0.0,11594.46,21.1421,4300000
Detroit,2023-10-01,736992.0,13265.86,131683.3,4477.23,538118.2,6457.42,361420.4,3975.62,516298.0,4646.68,253327.1,1773.29,55250.0,4420.0,281453.1,0.6567,1.3079,0.9545,1.0,12773.82,20.5208,4300000
Detroit,2023-10-08,544740.3,9805.33,159928.2,5437.56,449084.1,5389.01,292394.4,3216.34,504115.7,4537.04,337478.2,2362.35,48927.9,3914.24,288077.1,0.5997,1.0618,0.9429,1.0,11605.5,20.2714,4300000
Detroit,2023-10-15,549956.5,9899.22,123905.2,4212.78,455731.8,5468.78,329042.4,3619.47,492338.0,4431.04,313499.9,2194.5,46883.9,3750.71,298728.6,0.5366,0.928,0.9329,1.0,12131.96,20.058,4300000
Detroit,2023-10-22,640252.8,11524.55,121021.1,4114.72,395338.8,4744.07,231924.1,2551.16,450741.5,4056.67,309075.1,2163.53,39514.6,3161.17,271471.0,0.4754,0.9384,1.0126,0.0,9827.89,21.772,4300000
Detroit,2023-10-29,459676.8,8274.18,140061.5,4762.09,474421.5,5693.06,244648.0,2691.13,479622.2,4316.6,326101.2,2282.71,51453.5,4116.28,243609.3,0.4222,1.0586,0.9916,0.0,9694.82,21.3184,4300000
Detroit,2023-11-05,551027.5,9918.5,127574.2,4337.52,388257.8,4659.09,255263.1,2807.89,398755.1,3588.8,322627.7,2258.39,43563.3,3485.07,240267.8,0.38,0.7894,1.0182,0.0,9380.79,21.892,4300000
Detroit,2023-11-12,470398.9,8467.18,126308.7,4294.5,459255.3,5511.06,268542.6,2953.97,387583.6,3488.25,276781.7,1937.47,49270.8,3941.66,244915.5,0.3491,0.7603,1.0166,0.0,9796.59,21.8572,4300000
Detroit,2023-11-19,443597.4,7984.75,110056.4,3741.92,388147.4,4657.77,279742.1,3077.16,338819.6,3049.38,259800.4,1818.6,48618.2,3889.45,265791.6,0.3284,0.7596,0.9816,0.0,9053.42,21.1054,4300000
Detroit,2023-11-26,517190.3,9309.43,103371.0,3514.61,437433.9,5249.21,261357.0,2874.93,371357.5,3342.22,257941.2,1805.59,34266.9,2741.35,227291.3,0.3154,0.714,1.0083,0.0,8758.76,21.6782,4300000
Detroit,2023-12-03,575942.0,10366.96,94655.8,3218.3,392583.1,4711.0,257530.9,2832.84,432892.0,3896.03,230655.4,1614.59,47839.9,3827.19,221550.2,0.3078,0.8299,0.9882,0.0,9162.97,21.2459,4300000
Detroit,2023-12-10,479543.9,8631.79,129079.5,4388.7,318024.1,3816.29,228431.5,2512.75,358381.4,3225.43,310518.0,2173.63,38016.5,3041.32,231270.0,0.3038,0.7641,0.9838,0.0,9106.29,21.1513,4300000
Detroit,2023-12-17,493889.5,8890.01,98197.7,3338.72,420240.7,5042.89,226336.3,2489.7,422266.0,3800.39,313571.8,2195.0,43099.3,3447.94,214398.2,0.3017,0.8121,0.9953,0.0,9313.5,21.3993,4300000
Detroit,2023-12-24,482328.2,8681.91,133836.2,4550.43,337584.5,4051.01,192289.5,2115.18,317326.1,2855.94,309934.1,2169.54,46336.1,3706.89,235841.9,0.3007,0.8443,0.999,0.0,8505.36,21.4796,4300000
Detroit,2023-12-31,457766.3,8239.79,120076.3,4082.59,435353.1,5224.24,247669.5,2724.36,422128.3,3799.15,241104.8,1687.73,36999.5,2959.96,215645.6,0.3003,0.7159,1.0188,0.0,8416.0,21.9048,4300000
Detroit,2024-01-07,429643.4,7733.58,100432.0,3414.69,427545.8,5130.55,197259.6,2169.86,425281.4,3827.53,279531.1,1956.72,46814.5,3745.16,250568.4,0.3064,0.8024,0.9889,0.0,8884.02,21.2604,4300000
Detroit,2024-01-14,544694.2,9804.5,116689.4,3967.44,441019.9,5292.24,218006.4,2398.07,313893.7,2825.04,305847.1,2140.93,41022.3,3281.78,251359.9,0.3123,0.705,0.9997,0.0,9554.62,21.4931,4300000
Detroit,2024-01-21,416334.0,7494.01,117078.7,3980.68,364003.5,4368.04,210028.0,2310.31,339980.3,3059.82,293816.8,2056.72,45652.2,3652.18,214904.7,0.3223,0.7294,0.9825,0.0,9703.48,21.1246,4300000
Detroit,2024-01-28,510387.0,9186.97,115943.1,3942.07,424208.2,5090.5,257928.9,2837.22,380492.3,3424.43,269499.5,1886.5,40234.2,3218.73,263577.0,0.3387,0.8288,0.9805,0.0,9572.96,21.0812,4300000
Detroit,2024-02-04,579765.3,10435.78,116988.4,3977.61,450106.6,5401.28,283814.0,3121.95,340681.1,3066.13,284405.1,1990.84,35624.2,2849.94,229549.6,0.364,0.7804,1.0111,0.0,8864.52,21.7379,4300000
Detroit,2024-02-11,532892.5,9592.06,140902.9,4790.7,368923.4,4427.08,278522.7,3063.75,441966.0,3977.69,314791.6,2203.54,41997.5,3359.8,261097.5,0.4008,0.8364,0.9872,0.0,8802.65,21.2249,4300000
Detroit,2024-02-18,472610.9,8507.0,145896.5,4960.48,421285.3,5055.42,242917.8,2672.1,439957.7,3959.62,293721.2,2056.05,41994.5,3359.56,266540.5,0.4514,0.9886,1.0195,0.0,10118.96,21.9189,4300000
Detroit,2024-02-25,579671.7,10434.09,134816.4,4583.76,527837.4,6334.05,237306.4,2610.37,489654.1,4406.89,317380.7,2221.66,56855.1,4548.41,313210.7,0.5167,1.051,0.9835,0.0,10739.25,21.1444,4300000
Detroit,2024-03-03,518670.7,9336.07,121860.6,4143.26,507878.2,6094.54,312251.9,3434.77,527293.2,4745.64,266201.5,1863.41,54024.6,4321.96,309729.6,0.5958,1.1729,1.0015,0.0,11411.25,21.5325,4300000
Detroit,2024-03-10,613021.6,11034.39,133512.7,4539.43,449502.0,5394.02,302613.8,3328.75,520533.5,4684.8,272097.5,1904.68,54029.6,4322.36,378307.1,0.6849,1.1419,1.0023,0.0,12233.64,21.5485,4300000
Detroit,2024-03-17,786129.6,14150.33,178439.8,6066.95,603151.7,7237.82,295848.4,3254.33,576893.5,5192.04,311956.3,2183.69,48947.7,3915.82,378718.7,0.7774,1.0905,0.9905,0.0,12258.77,21.2954,4300000
Detroit,2024-03-24,655817.8,11804.72,148426.9,5046.51,583494.4,7001.93,289930.7,3189.24,528105.1,4752.95,278837.1,1951.86,58063.4,4645.07,442718.4,0.8644,1.3783,1.0086,0.0,14019.6,21.6839,4300000
Detroit,2024-03-31,801736.3,14431.25,192332.9,6539.32,532481.9,6389.78,402398.1,4426.38,602944.9,5426.5,299817.9,2098.72,56322.5,4505.8,421336.8,0.9361,1.2785,0.9961,0.0,14119.61,21.4153,4300000
Detroit,2024-04-07,678122.3,12206.2,193280.2,6571.53,643628.1,7723.54,308832.7,3397.16,560891.4,5048.02,335760.2,2350.32,53680.6,4294.45,379507.3,0.9835,1.4155,1.0194,0.0,14878.77,21.9181,4300000
Detroit,2024-04-14,688309.6,12389.57,159857.3,5435.15,579702.1,6956.43,365367.4,4019.04,529374.4,4764.37,299668.5,2097.68,68420.0,5473.6,394203.0,1.0,1.3895,0.9843,0.0,14510.91,21.1623,4300000
Detroit,2024-04-21,897292.5,16151.27,177373.0,6030.68,673802.4,8085.63,429666.5,4726.33,515317.9,4637.86,310779.1,2175.45,74587.6,5967.01,422780.1,0.9835,1.4986,1.0111,0.0,14859.82,21.7382,4300000
Detroit,2024-04-28,840268.1,15124.83,155717.2,5294.38,576524.0,6918.29,309273.6,3402.01,610034.8,5490.31,278721.6,1951.05,64872.0,5189.76,392182.8,0.9361,1.4836,1.0073,0.0,13991.48,21.6576,4300000
Detroit,2024-05-05,760000.1,13680.0,198986.9,6765.55,513636.7,6163.64,293159.2,3224.75,582331.0,5240.98,353997.0,2477.98,56999.6,4559.97,382098.3,0.8644,1.5333,0.9922,0.0,13743.72,21.3316,4300000
Detroit,2024-05-12,760850.9,13695.32,164172.4,5581.86,559733.6,6716.8,373819.4,4112.01,512041.7,4608.38,336727.2,2357.09,64518.7,5161.5,381582.1,0.7774,1.1614,0.9824,0.0,13256.05,21.1213,4300000
Detroit,2024-05-19,626430.8,11275.75,165807.1,5637.44,565271.8,6783.26,293708.1,3230.79,484656.8,4361.91,337190.5,2360.33,53434.6,4274.77,320125.9,0.6849,1.1898,0.9485,1.0,14632.1,20.392,4300000
Detroit,2024-05-26,576564.2,10378.15,125427.6,4264.54,444861.2,5338.33,339820.1,3738.02,457348.0,4116.13,297162.9,2080.14,58135.0,4650.8,299164.6,0.596,1.2585,1.0041,0.0,10925.39,21.5873,4300000
Detroit,2024-06-02,515043.5,9270.78,121689.7,4137.45,491332.2,5895.99,234309.0,2577.4,419460.6,3775.15,266725.1,1867.08,47235.5,3778.84,288724.5,0.5172,0.9806,0.9899,0.0,10189.58,21.2823,4300000
Detroit,2024-06-09,500836.4,9015.05,143540.8,4880.39,414736.9,4976.84,286663.3,3153.3,369171.9,3322.55,306605.1,2146.24,50796.3,4063.7,270671.0,0.4524,0.8701,1.0098,0.0,10697.16,21.7097,4300000
Detroit,2024-06-16,508685.6,9156.34,142621.1,4849.12,377514.2,4530.17,227381.5,2501.2,358329.6,3224.97,244415.1,1710.91,38702.0,3096.16,237781.8,0.4032,0.7948,1.0077,0.0,8946.86,21.6656,4300000
Detroit,2024-06-23,542216.8,9759.9,137894.6,4688.42,454823.3,5457.88,269836.6,2968.2,361648.7,3254.84,252286.7,1766.01,41916.1,3353.28,239195.3,0.3692,0.8132,0.9886,0.0,9642.34,21.256,4300000
Detroit,2024-06-30,481629.3,8669.33,106703.3,3627.91,427234.6,5126.82,248112.6,2729.24,418099.8,3762.9,304324.3,2130.27,35089.8,2807.18,280244.4,0.3493,0.745,0.934,1.0,10343.06,20.0818,4300000
Detroit,2024-07-07,425853.9,7665.37,112965.9,3840.84,457612.8,5491.35,266728.4,2934.01,326398.0,2937.58,307703.5,2153.92,48509.3,3880.74,267750.5,0.3425,0.9455,0.9997,0.0,9483.42,21.4937,4300000
Detroit,2024-07-14,538501.6,9693.03,101628.2,3455.36,368841.2,4426.09,241243.1,2653.67,397264.9,3575.38,316309.0,2214.16,42714.9,3417.2,267733.3,0.3485,0.9089,0.9906,0.0,9450.75,21.2987,4300000
Detroit,2024-07-21,579168.1,10425.03,117300.5,3988.22,461719.2,5540.63,208799.3,2296.79,346988.5,3122.9,251327.0,1759.29,40290.8,3223.26,234716.4,0.3674,0.7624,1.0157,0.0,8954.9,21.8366,4300000
Detroit,2024-07-28,601200.0,10821.6,135816.9,4617.77,472369.5,5668.43,279588.1,3075.47,394735.7,3552.62,263919.5,1847.44,50704.2,4056.33,271408.0,0.3998,0.9006,1.0186,0.0,9882.17,21.8993,4300000
Detroit,2024-08-04,480578.0,8650.4,151092.3,5137.14,443208.0,5318.5,284995.3,3134.95,393575.7,3542.18,257733.6,1804.14,39285.0,3142.8,233217.4,0.4453,1.0507,0.9682,1.0,11010.75,20.8165,4300000
Detroit,2024-08-11,482926.2,8692.67,129521.1,4403.72,521069.3,6252.83,251746.5,2769.21,419385.9,3774.47,258428.0,1809.0,41552.9,3324.23,273266.1,0.5016,1.1163,1.0104,0.0,9655.62,21.7231,4300000
Detroit,2024-08-18,663172.5,11937.1,155971.0,5303.01,473937.1,5687.25,322975.6,3552.73,435902.7,3923.12,239501.2,1676.51,41755.0,3340.4,281683.3,0.5641,1.1064,1.0009,0.0,11015.23,21.5191,4300000
Detroit,2024-08-25,730101.0,13141.82,141539.5,4812.34,553427.4,6641.13,253627.4,2789.9,483325.3,4349.93,252862.7,1770.04,44649.8,3571.98,325659.7,0.6256,1.0412,0.9836,0.0,12094.64,21.1473,4300000
Detroit,2024-09-01,595536.2,10719.65,131605.0,4474.57,519672.7,6236.07,283477.9,3118.26,565414.6,5088.73,260742.3,1825.2,50174.3,4013.94,376050.9,0.6771,1.2778,0.9454,1.0,13879.91,20.3254,4300000
Detroit,2024-09-08,670431.6,12067.77,130582.8,4439.81,450947.0,5411.36,332042.1,3652.46,491011.4,4419.1,280880.6,1966.16,63068.8,5045.51,323630.4,0.7105,1.194,1.004,0.0,12371.15,21.5867,4300000
Detroit,2024-09-15,788716.6,14196.9,163854.5,5571.05,540315.6,6483.79,347396.7,3821.36,508099.7,4572.9,281688.8,1971.82,56573.0,4525.84,312977.8,0.7197,1.3517,0.9863,0.0,11883.57,21.2045,4300000
Detroit,2024-09-22,670186.4,12063.35,152596.8,5188.29,458735.7,5504.83,306121.1,3367.33,554180.5,4987.62,301895.3,2113.27,58391.4,4671.31,315765.3,0.7032,1.0327,1.0005,0.0,12027.41,21.5113,4300000
Detroit,2024-09-29,628420.6,11311.57,151343.0,5145.66,579771.6,6957.26,265716.4,2922.88,448130.5,4033.17,287750.6,2014.25,62470.4,4997.64,324472.8,0.6639,1.0249,0.9904,0.0,12127.5,21.2936,4300000
Detroit,2024-10-06,578878.9,10419.82,168811.7,5739.6,511831.5,6141.98,249297.0,2742.27,442488.7,3982.4,278178.8,1947.25,42997.9,3439.83,313598.5,0.6085,1.2197,1.0127,0.0,11003.23,21.7736,4300000
Detroit,2024-10-13,642404.7,11563.28,117440.6,3992.98,395609.7,4747.32,286062.3,3146.69,409174.3,3682.57,243657.4,1705.6,40711.5,3256.92,292355.0,0.5456,1.0871,0.9331,1.0,12259.74,20.0608,4300000
Detroit,2024-10-20,565584.3,10180.52,128831.5,4380.27,463922.9,5567.07,299507.7,3294.58,481883.0,4336.95,286392.1,2004.74,43397.1,3471.77,278698.9,0.4838,1.0937,1.0116,0.0,10520.4,21.7502,4300000
Detroit,2024-10-27,611164.4,11000.96,105459.1,3585.61,451070.7,5412.85,226807.2,2494.88,443434.8,3990.91,331750.1,2322.25,37116.5,2969.32,260160.7,0.4292,0.8353,1.0192,0.0,9860.72,21.9128,4300000
Detroit,2024-11-03,597364.9,10752.57,107031.3,3639.06,337978.9,4055.75,287178.5,3158.96,379607.4,3416.47,289303.1,2025.12,46405.1,3712.41,237483.1,0.3853,0.9697,0.9869,0.0,9498.51,21.2176,4300000
Detroit,2024-11-10,529244.1,9526.39,102884.5,3498.07,388713.4,4664.56,245435.5,2699.79,327711.8,2949.41,290614.9,2034.3,47187.3,3774.98,214397.8,0.3529,0.8111,0.9598,1.0,9405.36,20.6353,4300000
Detroit,2024-11-17,539786.3,9716.15,134873.5,4585.7,367978.3,4415.74,232719.8,2559.92,383191.4,3448.72,272998.8,1910.99,41061.8,3284.94,246519.1,0.3308,0.8535,1.0163,0.0,9060.97,21.8511,4300000
