Date,DMA,Medium,Cost,Impressions,Orders,Revenue,Population,BrandSentiment,CompetitorSpend
2025-02-22,South,TikTok,2543,29932,271,14382,1200000,0.564,8340
2025-02-22,East,Meta,3844,135921,253,13455,900000,0.565,9561
2025-02-22,East,YouTube,3371,66411,230,12827,900000,0.565,9561
2025-02-22,East,TV,5237,155955,248,12785,900000,0.565,9561
2025-02-22,East,Paid Search,3843,81561,286,14956,900000,0.565,9561
2025-02-22,East,TikTok,2937,68840,236,12466,900000,0.565,9561
2025-02-23,North,Meta,6156,179121,464,26800,1800000,0.587,10150
2025-02-23,North,YouTube,4308,96030,398,23042,1800000,0.587,10150
2025-02-23,North,TV,7411,97658,436,21909,1800000,0.587,10150
2025-02-23,North,Paid Search,2466,51337,379,23310,1800000,0.587,10150
2025-02-23,North,TikTok,2087,53466,353,16970,1800000,0.587,10150
2025-02-23,South,Meta,6428,140979,375,21736,1200000,0.562,6017
2025-02-23,South,YouTube,2342,35356,252,14204,1200000,0.562,6017
2025-02-23,South,TV,4245,39089,277,16963,1200000,0.562,6017
2025-02-23,South,Paid Search,2900,114557,299,17785,1200000,0.562,6017
2025-02-23,South,TikTok,2616,64542,274,15608,1200000,0.562,6017
2025-02-23,East,Meta,5396,181981,298,14305,900000,0.576,6412
2025-02-23,East,YouTube,2980,27045,220,11045,900000,0.576,6412
2025-02-23,East,TV,6901,169116,282,17471,900000,0.576,6412
2025-02-23,East,Paid Search,2510,33693,237,13963,900000,0.576,6412
2025-02-23,East,TikTok,1507,23594,191,10112,900000,0.576,6412
2025-02-24,North,Meta,4869,153771,427,24121,1800000,0.574,9103
2025-02-24,North,YouTube,2358,25668,349,17702,1800000,0.574,9103
2025-02-24,North,TV,5298,183059,394,24040,1800000,0.574,9103
2025-02-24,North,Paid Search,4263,81590,446,24998,1800000,0.574,9103
2025-02-24,North,TikTok,3290,55431,391,20197,1800000,0.574,9103
2025-02-24,South,Meta,3159,55017,282,15759,1200000,0.574,5745
2025-02-24,South,YouTube,4888,164697,318,18692,1200000,0.574,5745
2025-02-24,South,TV,8740,314951,367,21508,1200000,0.574,5745
2025-02-24,South,Paid Search,4002,105639,341,20957,1200000,0.574,5745
2025-02-24,South,TikTok,2773,107908,279,15184,1200000,0.574,5745
2025-02-24,East,Meta,2986,34998,229,11023,900000,0.576,9108
2025-02-24,East,YouTube,2355,66593,205,12228,900000,0.576,9108
2025-02-24,East,TV,8932,264934,323,16627,900000,0.576,9108
2025-02-24,East,Paid Search,2509,45421,237,11685,900000,0.576,9108
2025-02-24,East,TikTok,3275,80330,247,14186,900000,0.576,9108
2025-02-25,North,Meta,6467,150356,473,27574,1800000,0.59,5532
2025-02-25,North,YouTube,3183,116555,370,22281,1800000,0.59,5532
2025-02-25,North,TV,5226,200196,393,20002,1800000,0.59,5532
2025-02-25,North,Paid Search,3674,136370,425,21606,1800000,0.59,5532
2025-02-25,North,TikTok,2402,34563,364,18744,1800000,0.59,5532
2025-02-25,South,Meta,3295,123385,286,15699,1200000,0.582,6092
2025-02-25,South,YouTube,4113,120221,298,18415,1200000,0.582,6092
2025-02-25,South,TV,6994,226996,332,20105,1200000,0.582,6092
2025-02-25,South,Paid Search,3311,30966,315,18951,1200000,0.582,6092
2025-02-25,South,TikTok,2370,66031,267,14651,1200000,0.582,6092
2025-02-25,East,Meta,3962,59854,257,12965,900000,0.597,11412
2025-02-25,East,YouTube,3827,37247,243,14986,900000,0.597,11412
2025-02-25,East,TV,7945,185168,303,17506,900000,0.597,11412
2025-02-25,East,Paid Search,3309,79678,267,14536,900000,0.597,11412
2025-02-25,East,TikTok,2199,65888,213,12279,900000,0.597,11412
2025-02-26,North,Meta,5126,94390,435,22162,1800000,0.557,6475
2025-02-26,North,YouTube,3936,64198,390,22546,1800000,0.557,6475
2025-02-26,North,TV,6668,103944,422,22456,1800000,0.557,6475
2025-02-26,North,Paid Search,3136,86612,405,24284,1800000,0.557,6475
2025-02-26,North,TikTok,2149,51491,356,18482,1800000,0.557,6475
2025-02-26,South,Meta,5106,78194,338,20036,1200000,0.564,5918
2025-02-26,South,YouTube,2455,40847,256,12921,1200000,0.564,5918
2025-02-26,South,TV,5062,110509,294,16168,1200000,0.564,5918
2025-02-26,South,Paid Search,2903,36772,300,18581,1200000,0.564,5918
2025-02-26,South,TikTok,3291,42077,296,17728,1200000,0.564,5918
2025-02-26,East,Meta,5913,104075,313,16995,900000,0.577,10044
2025-02-26,East,YouTube,3790,99187,242,12750,900000,0.577,10044
2025-02-26,East,TV,5897,177484,262,13900,900000,0.577,10044
2025-02-26,East,Paid Search,2080,70808,222,12398,900000,0.577,10044
2025-02-26,East,TikTok,2362,66504,219,13369,900000,0.577,10044
2025-02-27,North,Meta,3360,120139,385,21108,1800000,0.566,5139
2025-02-27,North,YouTube,4954,71172,417,24316,1800000,0.566,5139
2025-02-27,North,TV,6817,196140,426,25754,1800000,0.566,5139
2025-02-27,North,Paid Search,2377,78369,377,20107,1800000,0.566,5139
2025-02-27,North,TikTok,2131,62954,356,18516,1800000,0.566,5139
2025-02-27,South,Meta,3538,119751,294,15311,1200000,0.581,6014
2025-02-27,South,YouTube,3145,88691,274,14178,1200000,0.581,6014
2025-02-27,South,TV,6795,238945,329,18761,1200000,0.581,6014
2025-02-27,South,Paid Search,2111,27831,271,14037,1200000,0.581,6014
2025-02-27,South,TikTok,1886,34212,252,13666,1200000,0.581,6014
2025-02-27,East,Meta,5155,200513,292,14698,900000,0.59,7542
2025-02-27,East,YouTube,3366,46735,231,11421,900000,0.59,7542
2025-02-27,East,TV,3975,124373,224,10952,900000,0.59,7542
2025-02-27,East,Paid Search,3630,138281,279,16824,900000,0.59,7542
2025-02-27,East,TikTok,2797,29542,233,12973,900000,0.59,7542
2025-02-28,North,Meta,5849,62374,457,22776,1800000,0.556,7779
2025-02-28,North,YouTube,2932,38024,365,21805,1800000,0.556,7779
2025-02-28,North,TV,7232,262775,434,21006,1800000,0.556,7779
2025-02-28,North,Paid Search,2727,43405,391,22400,1800000,0.556,7779
2025-02-28,North,TikTok,1996,55983,352,21136,1800000,0.556,7779
2025-02-28,South,Meta,6660,168489,383,21408,1200000,0.568,8333
2025-02-28,South,YouTube,2961,65838,269,14883,1200000,0.568,8333
2025-02-28,South,TV,8852,268427,370,21073,1200000,0.568,8333
2025-02-28,South,Paid Search,2386,64715,282,14759,1200000,0.568,8333
2025-02-28,South,TikTok,2666,75574,277,14642,1200000,0.568,8333
2025-02-28,East,Meta,4602,90683,276,16811,900000,0.576,10633
2025-02-28,East,YouTube,2924,51797,220,13477,900000,0.576,10633
2025-02-28,East,TV,3861,131630,222,12139,900000,0.576,10633
2025-02-28,East,Paid Search,4113,78165,298,14342,900000,0.576,10633
2025-02-28,East,TikTok,2354,19459,219,11832,900000,0.576,10633
2025-03-01,North,Meta,2927,58413,374,20163,1800000,0.566,6619
2025-03-01,North,YouTube,3368,87358,377,19360,1800000,0.566,6619
2025-03-01,North,TV,5900,78025,408,23951,1800000,0.566,6619
2025-03-01,North,Paid Search,3832,78445,432,26239,1800000,0.566,6619
2025-03-01,North,TikTok,2181,35802,358,21232,1800000,0.566,6619
2025-03-01,South,Meta,5771,195532,358,18125,1200000,0.581,6993
2025-03-01,South,YouTube,3372,119070,280,13516,1200000,0.581,6993
2025-03-01,South,TV,4806,82985,289,14073,1200000,0.581,6993
2025-03-01,South,Paid Search,3574,99240,326,18090,1200000,0.581,6993
2025-03-01,South,TikTok,1976,55186,255,12904,1200000,0.581,6993
2025-03-01,East,Meta,5664,177099,307,18138,900000,0.558,6884
2025-03-01,East,YouTube,2849,36530,218,11472,900000,0.558,6884
2025-03-01,East,TV,6410,121413,273,16328,900000,0.558,6884
2025-03-01,East,Paid Search,2736,91883,247,15147,900000,0.558,6884
2025-03-01,East,TikTok,3378,77146,251,12245,900000,0.558,6884
2025-03-02,North,Meta,4722,66817,425,24789,1800000,0.584,5500
2025-03-02,North,YouTube,4620,157782,409,19824,1800000,0.584,5500
2025-03-02,North,TV,8144,96936,453,24667,1800000,0.584,5500
2025-03-02,North,Paid Search,3917,62542,436,25634,1800000,0.584,5500
2025-03-02,North,TikTok,2944,65282,383,21178,1800000,0.584,5500
2025-03-02,South,Meta,5540,99651,352,21270,1200000,0.592,8310
2025-03-02,South,YouTube,3115,87635,274,16465,1200000,0.592,8310
2025-03-02,South,TV,4088,155334,275,14038,1200000,0.592,8310
2025-03-02,South,Paid Search,3279,52812,315,15618,1200000,0.592,8310
2025-03-02,South,TikTok,2687,38583,278,15807,1200000,0.592,8310
2025-03-02,East,Meta,3971,46972,259,13004,900000,0.566,6172
2025-03-02,East,YouTube,4468,37021,260,12813,900000,0.566,6172
2025-03-02,East,TV,4087,135162,227,12862,900000,0.566,6172
2025-03-02,East,Paid Search,3161,85596,263,16051,900000,0.566,6172
2025-03-02,East,TikTok,2170,23573,213,13197,900000,0.566,6172
2025-03-03,North,Meta,5404,164511,445,22562,1800000,0.577,5418
2025-03-03,North,YouTube,4480,53879,406,23406,1800000,0.577,5418
2025-03-03,North,TV,5077,200103,392,20782,1800000,0.577,5418
2025-03-03,North,Paid Search,3974,128020,438,21850,1800000,0.577,5418
2025-03-03,North,TikTok,3014,66426,385,23324,1800000,0.577,5418
2025-03-03,South,Meta,4048,122675,309,15130,1200000,0.571,8063
2025-03-03,South,YouTube,2731,38158,264,13245,1200000,0.571,8063
2025-03-03,South,TV,5671,178279,307,16007,1200000,0.571,8063
2025-03-03,South,Paid Search,2649,91664,292,15093,1200000,0.571,8063
2025-03-03,South,TikTok,3225,83026,295,15676,1200000,0.571,8063
2025-03-03,East,Meta,4375,60975,270,14941,900000,0.552,9466
2025-03-03,East,YouTube,2234,79125,203,11158,900000,0.552,9466
2025-03-03,East,TV,7884,123315,303,16883,900000,0.552,9466
2025-03-03,East,Paid Search,3800,110448,286,16183,900000,0.552,9466
2025-03-03,East,TikTok,2497,50938,224,11764,900000,0.552,9466
2025-03-04,North,Meta,4939,50051,432,24715,1800000,0.576,5773
2025-03-04,North,YouTube,4612,56049,410,22698,1800000,0.576,5773
2025-03-04,North,TV,8397,121475,459,26539,1800000,0.576,5773
2025-03-04,North,Paid Search,3195,35657,410,21149,1800000,0.576,5773
2025-03-04,North,TikTok,2562,89059,371,19711,1800000,0.576,5773
2025-03-04,South,Meta,6518,95682,380,20203,1200000,0.575,5496
2025-03-04,South,YouTube,3612,131739,287,16622,1200000,0.575,5496
2025-03-04,South,TV,4293,144385,280,16669,1200000,0.575,5496
2025-03-04,South,Paid Search,2096,54196,272,14068,1200000,0.575,5496
2025-03-04,South,TikTok,3274,69771,297,14425,1200000,0.575,5496
2025-03-04,East,Meta,6573,254630,333,19477,900000,0.553,7127
2025-03-04,East,YouTube,2465,76922,209,11247,900000,0.553,7127
2025-03-04,East,TV,6629,93222,278,13755,900000,0.553,7127
2025-03-04,East,Paid Search,3300,52669,268,15260,900000,0.553,7127
2025-03-04,East,TikTok,2667,36604,229,12140,900000,0.553,7127
2025-03-05,North,Meta,6341,84576,472,29208,1800000,0.567,9657
2025-03-05,North,YouTube,2710,56503,361,18969,1800000,0.567,9657
2025-03-05,North,TV,5631,73550,404,21494,1800000,0.567,9657
2025-03-05,North,Paid Search,4526,100370,459,26943,1800000,0.567,9657
2025-03-05,North,TikTok,2140,38702,358,19342,1800000,0.567,9657
2025-03-05,South,Meta,5099,75698,340,19156,1200000,0.578,9259
2025-03-05,South,YouTube,4414,166128,308,17016,1200000,0.578,9259
2025-03-05,South,TV,5199,201580,298,18449,1200000,0.578,9259
2025-03-05,South,Paid Search,3100,64191,309,16138,1200000,0.578,9259
2025-03-05,South,TikTok,2866,113077,284,14826,1200000,0.578,9259
2025-03-05,East,Meta,2997,102803,231,11536,900000,0.558,10990
2025-03-05,East,YouTube,4193,70571,253,13444,900000,0.558,10990
2025-03-05,East,TV,6750,174166,281,15778,900000,0.558,10990
2025-03-05,East,Paid Search,4339,56194,307,15737,900000,0.558,10990
2025-03-05,East,TikTok,1529,29634,194,11515,900000,0.558,10990
2025-03-06,North,Meta,6484,204223,477,24902,1800000,0.551,7799
2025-03-06,North,YouTube,4296,143370,402,23409,1800000,0.551,7799
2025-03-06,North,TV,4783,164643,387,21698,1800000,0.551,7799
2025-03-06,North,Paid Search,3731,98646,430,21112,1800000,0.551,7799
2025-03-06,North,TikTok,3222,87147,393,19172,1800000,0.551,7799
2025-03-06,South,Meta,6092,129934,368,19234,1200000,0.579,7436
2025-03-06,South,YouTube,4717,169025,316,15350,1200000,0.579,7436
2025-03-06,South,TV,5062,146236,296,16445,1200000,0.579,7436
2025-03-06,South,Paid Search,3505,29322,325,16281,1200000,0.579,7436
2025-03-06,South,TikTok,2969,60091,288,15850,1200000,0.579,7436
2025-03-06,East,Meta,5759,118476,310,17360,900000,0.557,5354
2025-03-06,East,YouTube,3486,94276,235,11442,900000,0.557,5354
2025-03-06,East,TV,6503,98239,276,14790,900000,0.557,5354
2025-03-06,East,Paid Search,2695,55566,246,12101,900000,0.557,5354
2025-03-06,East,TikTok,1715,18250,200,11005,900000,0.557,5354
2025-03-07,North,Meta,3443,89165,390,20486,1800000,0.577,5913
2025-03-07,North,YouTube,3613,104314,385,23461,1800000,0.577,5913
2025-03-07,North,TV,4909,136038,390,19209,1800000,0.577,5913
2025-03-07,North,Paid Search,3854,61201,435,24971,1800000,0.577,5913
2025-03-07,North,TikTok,1599,52538,342,18444,1800000,0.577,5913
2025-03-07,South,Meta,5229,45882,344,17474,1200000,0.56,7245
2025-03-07,South,YouTube,3078,121904,274,14586,1200000,0.56,7245
2025-03-07,South,TV,7088,281288,336,19692,1200000,0.56,7245
2025-03-07,South,Paid Search,3093,39177,309,18521,1200000,0.56,7245
2025-03-07,South,TikTok,1547,52879,243,12046,1200000,0.56,7245
2025-03-07,East,Meta,6525,233595,332,16883,900000,0.548,11643
2025-03-07,East,YouTube,4582,38670,264,14606,900000,0.548,11643
2025-03-07,East,TV,7491,86603,296,15280,900000,0.548,11643
2025-03-07,East,Paid Search,3113,27170,262,14348,900000,0.548,11643
2025-03-07,East,TikTok,1866,47053,205,11935,900000,0.548,11643
2025-03-08,North,Meta,2993,79782,378,18188,1800000,0.55,9891
2025-03-08,North,YouTube,4129,38777,398,21270,1800000,0.55,9891
2025-03-08,North,TV,4780,81683,388,20098,1800000,0.55,9891
2025-03-08,North,Paid Search,3997,111016,441,26429,1800000,0.55,9891
2025-03-08,North,TikTok,1564,45281,341,19519,1800000,0.55,9891
2025-03-08,South,Meta,6300,181321,375,20628,1200000,0.579,5134
2025-03-08,South,YouTube,2866,57843,268,14582,1200000,0.579,5134
2025-03-08,South,TV,8967,100317,374,22802,1200000,0.579,5134
2025-03-08,South,Paid Search,2767,98884,298,14394,1200000,0.579,5134
2025-03-08,South,TikTok,2496,34858,273,14050,1200000,0.579,5134
2025-03-08,East,Meta,4454,58010,273,16462,900000,0.566,7335
2025-03-08,East,YouTube,3204,61713,228,13786,900000,0.566,7335
2025-03-08,East,TV,7142,111119,289,17169,900000,0.566,7335
2025-03-08,East,Paid Search,4488,107892,313,15153,900000,0.566,7335
2025-03-08,East,TikTok,3042,85253,242,13496,900000,0.566,7335
2025-03-09,North,Meta,6422,186378,476,29316,1800000,0.554,6062
2025-03-09,North,YouTube,2450,49565,355,21561,1800000,0.554,6062
2025-03-09,North,TV,8892,245405,470,24727,1800000,0.554,6062
2025-03-09,North,Paid Search,3575,54618,425,23626,1800000,0.554,6062
2025-03-09,North,TikTok,1931,24887,353,17966,1800000,0.554,6062
2025-03-09,South,Meta,6043,215148,368,22389,1200000,0.549,8789
2025-03-09,South,YouTube,3097,94658,275,14422,1200000,0.549,8789
2025-03-09,South,TV,6622,81637,327,18248,1200000,0.549,8789
2025-03-09,South,Paid Search,4537,177963,363,22245,1200000,0.549,8789
2025-03-09,South,TikTok,1745,66060,250,12414,1200000,0.549,8789
2025-03-09,East,Meta,5759,187132,311,18320,900000,0.556,11157
2025-03-09,East,YouTube,4767,101295,269,13314,900000,0.556,11157
2025-03-09,East,TV,6036,133855,267,13507,900000,0.556,11157
2025-03-09,East,Paid Search,4376,160215,309,18130,900000,0.556,11157
2025-03-09,East,TikTok,3281,54994,249,14085,900000,0.556,11157
2025-03-10,North,Meta,3828,59065,402,24092,1800000,0.552,8969
2025-03-10,North,YouTube,4207,82021,401,22007,1800000,0.552,8969
2025-03-10,North,TV,7483,173989,442,22067,1800000,0.552,8969
2025-03-10,North,Paid Search,3258,89109,414,20992,1800000,0.552,8969
2025-03-10,North,TikTok,2853,56965,382,18508,1800000,0.552,8969
2025-03-10,South,Meta,3980,84445,309,16237,1200000,0.572,5105
2025-03-10,South,YouTube,4368,173077,307,16703,1200000,0.572,5105
2025-03-10,South,TV,7845,79363,352,18112,1200000,0.572,5105
2025-03-10,South,Paid Search,4363,172513,357,19160,1200000,0.572,5105
2025-03-10,South,TikTok,3155,74705,294,14284,1200000,0.572,5105
2025-03-10,East,Meta,4148,114353,265,12877,900000,0.571,7663
2025-03-10,East,YouTube,4368,117944,259,16043,900000,0.571,7663
2025-03-10,East,TV,6635,239026,279,15418,900000,0.571,7663
2025-03-10,East,Paid Search,3998,98594,295,15794,900000,0.571,7663
2025-03-10,East,TikTok,2344,80784,220,12824,900000,0.571,7663
2025-03-11,North,Meta,5392,51642,447,24691,1800000,0.562,8613
2025-03-11,North,YouTube,3050,63249,371,18547,1800000,0.562,8613
2025-03-11,North,TV,5492,189385,403,24026,1800000,0.562,8613
2025-03-11,North,Paid Search,3154,67870,410,22273,1800000,0.562,8613
2025-03-11,North,TikTok,2662,25943,377,21910,1800000,0.562,8613
2025-03-11,South,Meta,6592,199577,384,19776,1200000,0.544,10451
2025-03-11,South,YouTube,2593,55059,262,15113,1200000,0.544,10451
2025-03-11,South,TV,6254,85831,320,19424,1200000,0.544,10451
2025-03-11,South,Paid Search,3490,107507,325,19224,1200000,0.544,10451
2025-03-11,South,TikTok,1859,41920,254,14747,1200000,0.544,10451
2025-03-11,East,Meta,4684,91873,280,17016,900000,0.545,5799
2025-03-11,East,YouTube,3731,75705,242,13532,900000,0.545,5799
2025-03-11,East,TV,8025,195596,307,17571,900000,0.545,5799
2025-03-11,East,Paid Search,4426,89041,311,15581,900000,0.545,5799
2025-03-11,East,TikTok,2208,71946,216,12995,900000,0.545,5799
2025-03-12,North,Meta,4572,81860,424,23075,1800000,0.545,9984
2025-03-12,North,YouTube,4452,99192,408,24470,1800000,0.545,9984
2025-03-12,North,TV,7174,84379,437,24301,1800000,0.545,9984
2025-03-12,North,Paid Search,2297,33286,378,18174,1800000,0.545,9984
2025-03-12,North,TikTok,2683,43195,377,22755,1800000,0.545,9984
2025-03-12,South,Meta,4791,101209,332,16625,1200000,0.547,9122
2025-03-12,South,YouTube,2432,66158,258,14744,1200000,0.547,9122
2025-03-12,South,TV,5184,132269,299,14506,1200000,0.547,9122
2025-03-12,South,Paid Search,3569,92229,328,19665,1200000,0.547,9122
2025-03-12,South,TikTok,3079,29452,292,16743,1200000,0.547,9122
2025-03-12,East,Meta,6529,62476,333,18107,900000,0.571,7089
2025-03-12,East,YouTube,3421,46881,235,13185,900000,0.571,7089
2025-03-12,East,TV,7412,204237,295,18007,900000,0.571,7089
2025-03-12,East,Paid Search,3756,101559,286,14101,900000,0.571,7089
2025-03-12,East,TikTok,3005,41101,241,12578,900000,0.571,7089
2025-03-13,North,Meta,3199,69336,385,21779,1800000,0.551,7653
2025-03-13,North,YouTube,3816,66286,392,19416,1800000,0.551,7653
2025-03-13,North,TV,4614,139471,386,22471,1800000,0.551,7653
2025-03-13,North,Paid Search,2672,66441,393,22325,1800000,0.551,7653
2025-03-13,North,TikTok,2493,75454,372,22997,1800000,0.551,7653
2025-03-13,South,Meta,6587,260588,384,21226,1200000,0.555,9821
2025-03-13,South,YouTube,3043,83631,274,15576,1200000,0.555,9821
2025-03-13,South,TV,5563,138032,307,16853,1200000,0.555,9821
2025-03-13,South,Paid Search,4551,87940,365,18439,1200000,0.555,9821
2025-03-13,South,TikTok,1721,44753,250,14133,1200000,0.555,9821
2025-03-13,East,Meta,2940,25777,231,13150,900000,0.564,11855
2025-03-13,East,YouTube,4036,47518,250,12040,900000,0.564,11855
2025-03-13,East,TV,8335,279940,313,15906,900000,0.564,11855
2025-03-13,East,Paid Search,4561,96918,316,16414,900000,0.564,11855
2025-03-13,East,TikTok,2120,54979,213,12580,900000,0.564,11855
2025-03-14,North,Meta,4204,34457,414,23770,1800000,0.546,8547
2025-03-14,North,YouTube,4216,79782,402,24452,1800000,0.546,8547
2025-03-14,North,TV,7696,213270,448,26504,1800000,0.546,8547
2025-03-14,North,Paid Search,2033,27690,369,21047,1800000,0.546,8547
2025-03-14,North,TikTok,2115,39792,360,19707,1800000,0.546,8547
2025-03-14,South,Meta,5038,94329,340,17311,1200000,0.559,11244
2025-03-14,South,YouTube,4504,95694,312,17970,1200000,0.559,11244
2025-03-14,South,TV,7791,270530,352,20836,1200000,0.559,11244
2025-03-14,South,Paid Search,2739,85454,297,17948,1200000,0.559,11244
2025-03-14,South,TikTok,2086,52459,261,13820,1200000,0.559,11244
2025-03-14,East,Meta,3058,120717,234,12262,900000,0.573,6963
2025-03-14,East,YouTube,4042,141296,251,12159,900000,0.573,6963
2025-03-14,East,TV,6895,141114,285,15331,900000,0.573,6963
2025-03-14,East,Paid Search,3511,125227,277,15224,900000,0.573,6963
2025-03-14,East,TikTok,2939,89841,239,12267,900000,0.573,6963
2025-03-15,North,Meta,3785,66897,402,20367,1800000,0.55,11655
2025-03-15,North,YouTube,2533,83888,359,21874,1800000,0.55,11655
2025-03-15,North,TV,7981,297111,453,26389,1800000,0.55,11655
2025-03-15,North,Paid Search,3118,27432,410,22686,1800000,0.55,11655
2025-03-15,North,TikTok,2415,57964,370,21777,1800000,0.55,11655
2025-03-15,South,Meta,6159,234145,372,21434,1200000,0.538,11103
2025-03-15,South,YouTube,4192,51339,304,17121,1200000,0.538,11103
2025-03-15,South,TV,7703,174856,350,17227,1200000,0.538,11103
2025-03-15,South,Paid Search,3823,94486,338,18433,1200000,0.538,11103
2025-03-15,South,TikTok,1477,55882,242,11772,1200000,0.538,11103
2025-03-15,East,Meta,4162,110218,266,13324,900000,0.553,9613
2025-03-15,East,YouTube,3121,114067,227,11766,900000,0.553,9613
2025-03-15,East,TV,5594,79219,259,12487,900000,0.553,9613
2025-03-15,East,Paid Search,2681,48828,246,13953,900000,0.553,9613
2025-03-15,East,TikTok,2333,27447,220,12143,900000,0.553,9613
2025-03-16,North,Meta,4189,52487,414,22600,1800000,0.538,7452
2025-03-16,North,YouTube,4276,72968,404,23213,1800000,0.538,7452
2025-03-16,North,TV,5200,53455,398,19694,1800000,0.538,7452
2025-03-16,North,Paid Search,3563,67126,426,20769,1800000,0.538,7452
2025-03-16,North,TikTok,2340,28460,368,19861,1800000,0.538,7452
2025-03-16,South,Meta,5264,182964,346,20269,1200000,0.537,9173
2025-03-16,South,YouTube,4262,118152,306,16683,1200000,0.537,9173
2025-03-16,South,TV,5554,189714,307,15302,1200000,0.537,9173
2025-03-16,South,Paid Search,3823,112656,338,20070,1200000,0.537,9173
2025-03-16,South,TikTok,2516,98521,275,16741,1200000,0.537,9173
2025-03-16,East,Meta,5624,172808,308,17652,900000,0.549,8189
2025-03-16,East,YouTube,3574,55090,239,14111,900000,0.549,8189
2025-03-16,East,TV,5090,180975,249,15028,900000,0.549,8189
2025-03-16,East,Paid Search,3573,132957,280,15217,900000,0.549,8189
2025-03-16,East,TikTok,2239,68038,217,10508,900000,0.549,8189
2025-03-17,North,Meta,4752,63989,430,25410,1800000,0.547,7460
2025-03-17,North,YouTube,4466,122110,409,22683,1800000,0.547,7460
2025-03-17,North,TV,4589,51827,386,20694,1800000,0.547,7460
2025-03-17,North,Paid Search,4100,137335,447,24043,1800000,0.547,7460
2025-03-17,North,TikTok,2110,60731,361,20466,1800000,0.547,7460
2025-03-17,South,Meta,4448,84080,323,15856,1200000,0.55,11817
2025-03-17,South,YouTube,4601,123818,314,19164,1200000,0.55,11817
2025-03-17,South,TV,8025,175999,357,20006,1200000,0.55,11817
2025-03-17,South,Paid Search,4020,102208,345,18910,1200000,0.55,11817
2025-03-17,South,TikTok,1934,56480,257,14467,1200000,0.55,11817
2025-03-17,East,Meta,6167,84103,323,15913,900000,0.546,8886
2025-03-17,East,YouTube,5019,51332,276,16405,900000,0.546,8886
2025-03-17,East,TV,4492,152953,237,14320,900000,0.546,8886
2025-03-17,East,Paid Search,3979,80078,295,17890,900000,0.546,8886
2025-03-17,East,TikTok,2441,71095,224,12747,900000,0.546,8886
2025-03-18,North,Meta,3530,88251,395,24177,1800000,0.526,6027
2025-03-18,North,YouTube,3356,88913,381,20607,1800000,0.526,6027
2025-03-18,North,TV,4949,147522,393,24270,1800000,0.526,6027
2025-03-18,North,Paid Search,2791,73261,398,21022,1800000,0.526,6027
2025-03-18,North,TikTok,3264,57922,397,19552,1800000,0.526,6027
2025-03-18,South,Meta,4530,54730,326,19599,1200000,0.526,11905
2025-03-18,South,YouTube,3074,60912,275,14106,1200000,0.526,11905
2025-03-18,South,TV,6798,65941,332,19200,1200000,0.526,11905
2025-03-18,South,Paid Search,3803,130306,338,18090,1200000,0.526,11905
2025-03-18,South,TikTok,2177,77414,265,13900,1200000,0.526,11905
2025-03-18,East,Meta,5084,148451,292,14565,900000,0.541,7671
2025-03-18,East,YouTube,3606,50568,240,11761,900000,0.541,7671
2025-03-18,East,TV,5938,223170,266,12826,900000,0.541,7671
2025-03-18,East,Paid Search,4161,53829,302,17546,900000,0.541,7671
2025-03-18,East,TikTok,3430,100986,255,13978,900000,0.541,7671
2025-03-19,North,Meta,3278,93593,388,21069,1800000,0.541,11932
2025-03-19,North,YouTube,3434,77584,383,20289,1800000,0.541,11932
2025-03-19,North,TV,8059,220347,456,23074,1800000,0.541,11932
2025-03-19,North,Paid Search,3078,42333,409,23094,1800000,0.541,11932
2025-03-19,North,TikTok,2473,63471,372,20866,1800000,0.541,11932
2025-03-19,South,Meta,4916,103958,337,16846,1200000,0.557,6657
2025-03-19,South,YouTube,3818,75379,295,17180,1200000,0.557,6657
2025-03-19,South,TV,9050,236936,377,23287,1200000,0.557,6657
2025-03-19,South,Paid Search,3809,44265,338,20879,1200000,0.557,6657
2025-03-19,South,TikTok,2418,72772,272,16022,1200000,0.557,6657
2025-03-19,East,Meta,6441,69758,331,17480,900000,0.542,5548
2025-03-19,East,YouTube,3601,114274,240,14136,900000,0.542,5548
2025-03-19,East,TV,8957,94036,326,17788,900000,0.542,5548
2025-03-19,East,Paid Search,3623,121512,282,15560,900000,0.542,5548
2025-03-19,East,TikTok,2086,20211,213,11623,900000,0.542,5548
2025-03-20,North,Meta,6722,225477,487,24529,1800000,0.551,7947
2025-03-20,North,YouTube,3063,27967,373,18174,1800000,0.551,7947
2025-03-20,North,TV,8765,280319,470,29077,1800000,0.551,7947
2025-03-20,North,Paid Search,3869,100743,438,25984,1800000,0.551,7947
2025-03-20,North,TikTok,1594,36887,345,19575,1800000,0.551,7947
2025-03-20,South,Meta,4934,173905,337,16889,1200000,0.533,5578
2025-03-20,South,YouTube,3029,37079,274,14865,1200000,0.533,5578
2025-03-20,South,TV,5402,191509,305,18089,1200000,0.533,5578
2025-03-20,South,Paid Search,2002,23162,271,13999,1200000,0.533,5578
2025-03-20,South,TikTok,1817,48944,254,14684,1200000,0.533,5578
2025-03-20,East,Meta,6334,120163,328,17765,900000,0.541,10596
2025-03-20,East,YouTube,2459,31087,211,12011,900000,0.541,10596
2025-03-20,East,TV,8823,114106,324,16508,900000,0.541,10596
2025-03-20,East,Paid Search,3264,129890,269,15678,900000,0.541,10596
